design,platform,core_util,place_density,clock_period,critical_path_ns,die_area,total_power_mw,result_path,tag
mult32u_normal_sklansky_wrapper,nangate45,60.0,0.68,2.5,0.2368,11689.9344,0.0246,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_normal_sklansky_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4s_booth4_brentkung_wrapper,nangate45,60.0,0.68,2.5,0.1671,382.789225,0.000116,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_booth4_brentkung_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4s_booth4_koggestone_wrapper,nangate45,60.0,0.68,2.5,0.1694,408.04,0.000128,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_booth4_koggestone_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4s_booth4_ripple_wrapper,nangate45,60.0,0.68,2.5,0.1686,368.064225,0.000113,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_booth4_ripple_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4s_booth4_sklansky_wrapper,nangate45,60.0,0.68,2.5,0.1685,391.2484,0.000127,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_booth4_sklansky_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4s_normal_brentkung_wrapper,nangate45,50.0,0.68,2.5,0.1696,368.064225,0.000104,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_normal_brentkung_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4s_normal_koggestone_wrapper,nangate45,50.0,0.68,2.5,0.1688,397.6036,0.000111,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_normal_koggestone_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4s_normal_ripple_wrapper,nangate45,50.0,0.68,2.5,0.1672,351.375025,9.76e-05,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_normal_ripple_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4s_normal_sklansky_wrapper,nangate45,50.0,0.68,2.5,0.1687,386.9089,0.00011,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_normal_sklansky_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4u_booth4_brentkung_wrapper,nangate45,60.0,0.68,2.5,0.168,394.221025,0.00013,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_booth4_brentkung_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4u_booth4_koggestone_wrapper,nangate45,60.0,0.68,2.5,0.168,416.772225,0.00014,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_booth4_koggestone_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4u_booth4_ripple_wrapper,nangate45,60.0,0.68,2.5,0.1694,379.275625,0.000125,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_booth4_ripple_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4u_booth4_sklansky_wrapper,nangate45,60.0,0.68,2.5,0.1687,414.326025,0.000142,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_booth4_sklansky_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4u_normal_brentkung_wrapper,nangate45,50.0,0.68,2.5,0.1681,356.643225,8.85e-05,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_normal_brentkung_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4u_normal_koggestone_wrapper,nangate45,50.0,0.68,2.5,0.1671,395.2144,9.43e-05,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_normal_koggestone_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4u_normal_ripple_wrapper,nangate45,45.0,0.65,2.5,0.1677,379.4704,8.48e-05,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_normal_ripple_wrapper/work/320551ce/result.json,mult4u_normal_ripple_n45_relaxed_99366b7a
mult4u_normal_sklansky_wrapper,nangate45,50.0,0.68,2.5,0.1675,375.778225,8.98e-05,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_normal_sklansky_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8s_booth4_brentkung_wrapper,nangate45,60.0,0.68,2.5,0.1793,1030.731025,0.000435,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_booth4_brentkung_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8s_booth4_koggestone_wrapper,nangate45,60.0,0.68,2.5,0.1755,1148.5321,0.000596,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_booth4_koggestone_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8s_booth4_ripple_wrapper,nangate45,60.0,0.68,2.5,0.1786,1007.4276,0.000418,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_booth4_ripple_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8s_booth4_sklansky_wrapper,nangate45,60.0,0.68,2.5,0.1761,1060.479225,0.000515,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_booth4_sklansky_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8s_normal_brentkung_wrapper,nangate45,60.0,0.68,2.5,0.1792,953.265625,0.000428,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_normal_brentkung_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8s_normal_koggestone_wrapper,nangate45,60.0,0.68,2.5,0.1766,1109.5561,0.00065,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_normal_koggestone_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8s_normal_ripple_wrapper,nangate45,60.0,0.68,2.5,0.1795,930.25,0.000389,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_normal_ripple_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8s_normal_sklansky_wrapper,nangate45,60.0,0.68,2.5,0.1778,1001.406025,0.000515,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_normal_sklansky_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8u_booth4_brentkung_wrapper,nangate45,60.0,0.68,2.5,0.1782,1150.905625,0.000507,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_booth4_brentkung_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8u_booth4_koggestone_wrapper,nangate45,60.0,0.68,2.5,0.1771,1197.8521,0.000677,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_booth4_koggestone_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8u_booth4_ripple_wrapper,nangate45,60.0,0.68,2.5,0.1772,1077.480625,0.000469,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_booth4_ripple_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8u_booth4_sklansky_wrapper,nangate45,60.0,0.68,2.5,0.1767,1135.0161,0.000597,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_booth4_sklansky_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8u_normal_brentkung_wrapper,nangate45,60.0,0.68,2.5,0.1804,942.183025,0.000392,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_normal_brentkung_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8u_normal_koggestone_wrapper,nangate45,60.0,0.68,2.5,0.1756,1063.086025,0.000512,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_normal_koggestone_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8u_normal_ripple_wrapper,nangate45,60.0,0.68,2.5,0.1786,1009.650625,0.000364,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_normal_ripple_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8u_normal_sklansky_wrapper,nangate45,60.0,0.68,2.5,0.1798,1022.400625,0.000464,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_normal_sklansky_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult16s_booth4_brentkung_wrapper,sky130hd,50.0,0.65,6.0,9.2803,17178.034225,0.0067,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_booth4_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16s_booth4_koggestone_wrapper,sky130hd,50.0,0.65,6.0,5.9629,18520.4881,0.0065,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_booth4_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16s_booth4_ripple_wrapper,sky130hd,50.0,0.65,6.0,10.7916,17585.4121,0.00392,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_booth4_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16s_booth4_sklansky_wrapper,sky130hd,50.0,0.65,6.0,5.7786,17635.84,0.00547,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_booth4_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16s_normal_brentkung_wrapper,sky130hd,50.0,0.65,6.0,9.8977,17702.3025,0.00525,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_normal_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16s_normal_koggestone_wrapper,sky130hd,50.0,0.65,6.0,5.9735,18706.0329,0.00714,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_normal_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16s_normal_ripple_wrapper,sky130hd,50.0,0.65,6.0,11.5504,17427.960225,0.00427,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_normal_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16s_normal_sklansky_wrapper,sky130hd,50.0,0.65,6.0,5.9549,18129.276025,0.00582,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_normal_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16u_booth4_brentkung_wrapper,sky130hd,50.0,0.65,6.0,10.0226,18433.4929,0.00549,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_booth4_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16u_booth4_koggestone_wrapper,sky130hd,50.0,0.65,6.0,5.8082,19650.4324,0.0076,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_booth4_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16u_booth4_ripple_wrapper,sky130hd,50.0,0.65,6.0,11.9331,17895.750625,0.00444,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_booth4_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16u_booth4_sklansky_wrapper,sky130hd,50.0,0.65,6.0,5.9468,18948.899025,0.00613,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_booth4_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16u_normal_brentkung_wrapper,sky130hd,50.0,0.65,6.0,10.0389,17582.76,0.00508,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_normal_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16u_normal_koggestone_wrapper,sky130hd,50.0,0.65,6.0,5.9245,19449.0916,0.00746,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_normal_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16u_normal_ripple_wrapper,sky130hd,50.0,0.65,6.0,11.708,17445.1264,0.00414,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_normal_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16u_normal_sklansky_wrapper,sky130hd,50.0,0.65,6.0,5.9487,18308.7961,0.00611,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_normal_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32s_booth4_brentkung_wrapper,sky130hd,50.0,0.65,6.0,16.8279,60267.795025,0.0316,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_booth4_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32s_booth4_koggestone_wrapper,sky130hd,50.0,0.65,6.0,7.0838,63930.594025,0.0814,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_booth4_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32s_booth4_ripple_wrapper,sky130hd,50.0,0.65,6.0,22.361,61298.332225,0.0247,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_booth4_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32s_booth4_sklansky_wrapper,sky130hd,50.0,0.65,6.0,7.4718,61461.847225,0.0516,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_booth4_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32s_normal_brentkung_wrapper,sky130hd,50.0,0.65,6.0,17.1224,66321.7009,0.0328,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_normal_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32s_normal_koggestone_wrapper,sky130hd,50.0,0.65,6.0,7.2993,69032.3076,0.099,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_normal_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32s_normal_ripple_wrapper,sky130hd,50.0,0.65,6.0,23.1142,66211.009225,0.0257,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_normal_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32s_normal_sklansky_wrapper,sky130hd,50.0,0.65,6.0,7.5146,67207.970025,0.0652,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_normal_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32u_booth4_brentkung_wrapper,sky130hd,50.0,0.65,6.0,16.7924,62297.664025,0.0311,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_booth4_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32u_booth4_koggestone_wrapper,sky130hd,50.0,0.65,6.0,7.0001,64981.657225,0.0913,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_booth4_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32u_booth4_ripple_wrapper,sky130hd,50.0,0.65,6.0,22.1776,63232.1316,0.0233,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_booth4_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32u_booth4_sklansky_wrapper,sky130hd,50.0,0.65,6.0,7.3396,63577.101025,0.0638,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_booth4_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32u_normal_brentkung_wrapper,sky130hd,50.0,0.65,6.0,17.2551,66254.76,0.035,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_normal_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32u_normal_koggestone_wrapper,sky130hd,50.0,0.65,6.0,7.5712,69079.6089,0.0975,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_normal_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32u_normal_ripple_wrapper,sky130hd,50.0,0.65,6.0,23.4017,65715.3225,0.0258,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_normal_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32u_normal_sklansky_wrapper,sky130hd,50.0,0.65,6.0,7.5468,67036.977225,0.0589,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_normal_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4s_booth4_brentkung_wrapper,sky130hd,50.0,0.65,6.0,3.9163,1910.127025,0.000338,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_booth4_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4s_booth4_koggestone_wrapper,sky130hd,50.0,0.65,6.0,1.4126,2077.5364,0.000388,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_booth4_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4s_booth4_ripple_wrapper,sky130hd,50.0,0.65,6.0,4.0705,1818.1696,0.000328,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_booth4_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4s_booth4_sklansky_wrapper,sky130hd,50.0,0.65,6.0,1.388,2009.7289,0.000377,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_booth4_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4s_normal_brentkung_wrapper,sky130hd,50.0,0.65,6.0,1.3892,1560.25,0.000328,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_normal_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4s_normal_koggestone_wrapper,sky130hd,50.0,0.65,6.0,1.3857,1705.277025,0.000349,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_normal_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4s_normal_ripple_wrapper,sky130hd,50.0,0.65,6.0,1.3872,1470.7225,0.000318,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_normal_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4s_normal_sklansky_wrapper,sky130hd,50.0,0.65,6.0,1.3853,1628.9296,0.000322,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_normal_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4u_booth4_brentkung_wrapper,sky130hd,50.0,0.65,6.0,4.2148,1933.3609,0.000392,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_booth4_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4u_booth4_koggestone_wrapper,sky130hd,50.0,0.65,6.0,1.3993,2009.7289,0.000416,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_booth4_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4u_booth4_ripple_wrapper,sky130hd,50.0,0.65,6.0,4.5613,1841.697225,0.000367,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_booth4_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4u_booth4_sklansky_wrapper,sky130hd,50.0,0.65,6.0,1.3876,2001.6676,0.000391,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_booth4_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4u_normal_brentkung_wrapper,sky130hd,50.0,0.65,6.0,1.3946,1491.890625,0.000279,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_normal_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4u_normal_koggestone_wrapper,sky130hd,50.0,0.65,6.0,1.3876,1683.871225,0.000291,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_normal_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4u_normal_ripple_wrapper,sky130hd,50.0,0.65,6.0,1.3816,1447.0416,0.000272,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_normal_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4u_normal_sklansky_wrapper,sky130hd,50.0,0.65,6.0,1.3785,1594.4049,0.000268,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_normal_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8s_booth4_brentkung_wrapper,sky130hd,50.0,0.65,6.0,5.8486,5415.4881,0.00111,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_booth4_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8s_booth4_koggestone_wrapper,sky130hd,50.0,0.65,6.0,4.7215,5959.84,0.00135,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_booth4_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8s_booth4_ripple_wrapper,sky130hd,50.0,0.65,6.0,5.8435,5425.7956,0.00105,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_booth4_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8s_booth4_sklansky_wrapper,sky130hd,50.0,0.65,6.0,4.7715,5656.5441,0.00126,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_booth4_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8s_normal_brentkung_wrapper,sky130hd,50.0,0.65,6.0,5.9676,4949.1225,0.00102,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_normal_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8s_normal_koggestone_wrapper,sky130hd,50.0,0.65,6.0,4.2063,5603.271025,0.00141,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_normal_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8s_normal_ripple_wrapper,sky130hd,50.0,0.65,6.0,5.9386,4784.4889,0.00104,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_normal_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8s_normal_sklansky_wrapper,sky130hd,50.0,0.65,6.0,4.3483,5281.655625,0.00122,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_normal_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8u_booth4_brentkung_wrapper,sky130hd,50.0,0.65,6.0,6.2867,6286.111225,0.00128,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_booth4_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8u_booth4_koggestone_wrapper,sky130hd,50.0,0.65,6.0,5.1793,6601.5625,0.00158,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_booth4_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8u_booth4_ripple_wrapper,sky130hd,50.0,0.65,6.0,6.4266,5616.0036,0.00116,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_booth4_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8u_booth4_sklansky_wrapper,sky130hd,50.0,0.65,6.0,5.1376,6173.2449,0.00135,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_booth4_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
